student_id,Name,batch_id,teacher_name,date,course,course_demand,predicted_performance,timestamp,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,month
S2300,Hamza,B002,Areeba,7/19/2026,Web Development,Low,Average,07:59.2,Present,3.98,0.93,14.92,0,93,50,20,89.82,High,July
S1227,Bilal,B002,Areeba,7/20/2026,Web Development,High,Below Average,00:58.3,Absent,2.68,0.73,4.98,2,73,37,13,44.24,Low,July
S3919,Noor,B002,Areeba,7/21/2026,Web Development,Medium,Excellent,23:47.2,Present,3.42,0.89,6.76,1,89,46,14,77.65,High,July
S2465,Hassan,B002,Areeba,7/22/2026,Web Development,Low,Average,06:56.2,Present,3.65,0.93,17.67,0,93,48,16,97.91,Medium,July
S2384,Mehwish,B002,Areeba,7/23/2026,Web Development,Low,Below Average,06:39.4,Late,3.91,0.96,17.2,0,96,50,20,83.62,High,July
S150,Danish,B002,Areeba,7/24/2026,Web Development,Medium,Above Average,10:01.4,Present,0.62,0.48,2.66,4,48,32,5,34.6,Medium,July
S870,Taha,B002,Areeba,7/25/2026,Web Development,High,Average,19:16.5,Late,1.82,0.44,1.21,2,44,31,7,31.23,Low,July
S1979,Ayaan,B002,Areeba,7/26/2026,Web Development,Medium,Above Average,06:11.4,Late,3.8,0.92,14.3,0,92,50,20,92.05,High,July
S2457,Danish,B002,Areeba,7/27/2026,Web Development,Medium,Below Average,16:18.2,Present,3.72,0.92,17.75,0,92,49,18,98.37,Medium,July
S3866,Mariam,B002,Areeba,7/28/2026,Web Development,Low,Average,06:36.2,Present,3.09,0.88,9.5,0,88,41,15,63.6,High,July
S2213,Mehwish,B002,Areeba,7/29/2026,Web Development,Low,Below Average,21:52.2,Late,3.96,0.96,10.29,0,96,50,15,93.93,Medium,July
S1007,Laiba,B002,Areeba,7/30/2026,Web Development,Medium,Excellent,17:21.5,Present,1.14,0.59,3.3,4,59,34,7,21.38,Medium,July
S3048,Hassan,B002,Areeba,7/31/2026,Web Development,Low,Below Average,05:42.3,Present,3.92,0.95,17.38,0,95,50,17,80.25,Medium,July
S706,Imran,B002,Areeba,8/1/2026,Web Development,Medium,Excellent,02:24.4,Present,0.53,0.5,1.45,3,50,35,5,22.91,Low,August
S3144,Hassan,B002,Areeba,8/2/2026,Web Development,Medium,Above Average,19:14.4,Present,3.57,0.9,16.54,0,90,47,20,92.16,Medium,August
S3597,Saad,B002,Areeba,8/3/2026,Web Development,Medium,Below Average,21:41.3,Present,3.01,0.79,9.58,0,79,42,16,77.61,Medium,August
S1988,Bilal,B002,Areeba,8/4/2026,Web Development,Low,Average,21:54.4,Present,3.95,0.96,19.09,0,96,50,18,85.86,High,August
S180,Mehwish,B002,Areeba,8/5/2026,Web Development,High,Excellent,10:04.2,Late,1.54,0.54,1.42,4,54,36,10,29.79,Medium,August
S110,Mariam,B002,Areeba,8/6/2026,Web Development,Medium,Excellent,05:09.5,Present,1.9,0.45,2.18,3,45,36,8,29.36,Low,August
S3079,Laiba,B002,Areeba,8/7/2026,Web Development,Low,Average,11:35.4,Late,3.71,0.97,10.66,0,97,45,17,92.04,High,August
S1056,Fatima,B002,Areeba,8/8/2026,Web Development,Medium,Excellent,16:22.2,Present,1.98,0.48,3.47,2,48,31,10,31.14,Low,August
S3953,Saad,B002,Areeba,8/9/2026,Web Development,Low,Average,15:37.1,Present,2.91,0.83,6.74,1,83,46,13,78.24,Medium,August
S315,Imran,B002,Areeba,8/10/2026,Web Development,High,Above Average,01:23.5,Late,0.72,0.41,2.39,4,41,30,6,28.69,Low,August
S1823,Hira,B002,Areeba,8/11/2026,Web Development,Low,Above Average,04:46.1,Present,3.99,0.99,16.06,0,99,46,19,81.99,Medium,August
S568,Danish,B002,Areeba,8/12/2026,Web Development,High,Excellent,10:01.4,Present,1.69,0.41,2.77,2,41,33,9,30.84,Medium,August
S880,Hira,B002,Areeba,8/13/2026,Web Development,Medium,Above Average,09:02.6,Present,1.37,0.48,1.39,2,48,39,10,33.99,Medium,August
S2231,Hassan,B002,Areeba,8/14/2026,Web Development,Low,Above Average,08:49.4,Late,3.61,0.92,15.65,0,92,48,15,92.35,Medium,August
S1412,Iqra,B002,Areeba,8/15/2026,Web Development,Low,Excellent,08:05.4,Present,2.56,0.7,5.58,1,70,36,12,54.22,High,August
S3225,Hira,B002,Areeba,8/16/2026,Web Development,Medium,Below Average,12:50.4,Present,2.88,0.86,7.01,1,86,50,12,72.99,High,August
S3937,Areeba,B002,Areeba,8/17/2026,Web Development,Medium,Excellent,16:03.4,Present,2.94,0.81,9.14,0,81,46,15,70.5,High,August
S3250,Danish,B003,Ahmed,8/18/2026,Data Science,Medium,Average,18:56.8,Present,3.27,0.83,9.44,1,83,40,15,64.5,Medium,August
S930,Fatima,B003,Ahmed,8/19/2026,Data Science,Medium,Above Average,20:24.6,Present,0.66,0.45,3.18,4,45,34,6,31.73,Medium,August
S2579,Hira,B003,Ahmed,8/20/2026,Data Science,Medium,Above Average,13:49.0,Late,3.68,0.96,16.16,0,96,48,20,80.32,Medium,August
S3380,Hassan,B003,Ahmed,8/21/2026,Data Science,Medium,Average,08:28.3,Present,3.24,0.9,6.42,1,90,42,13,66.98,Medium,August
S2293,Hamza,B003,Ahmed,8/22/2026,Data Science,Medium,Average,08:39.2,Absent,3.52,0.94,13.04,0,94,46,16,91.94,High,August
S1503,Usman,B003,Ahmed,8/23/2026,Data Science,Low,Below Average,07:01.3,Present,2.75,0.65,6.24,2,65,42,10,57.49,High,August
S3783,Saad,B003,Ahmed,8/24/2026,Data Science,Low,Average,15:37.1,Present,3.09,0.8,8.79,0,80,43,13,61.8,High,August
S606,Hassan,B003,Ahmed,8/25/2026,Data Science,High,Above Average,03:35.3,Present,0.81,0.53,1.28,2,53,33,8,38.76,Medium,August
S1989,Fatima,B003,Ahmed,8/26/2026,Data Science,Medium,Above Average,11:12.4,Late,3.98,0.94,14.18,0,94,50,16,88.74,Medium,August
S015,Saad,B003,Ahmed,8/27/2026,Data Science,Medium,Average,16:35.3,Present,1.86,0.53,2.28,2,53,30,5,26.47,Medium,August
S1262,Bilal,B003,Ahmed,8/28/2026,Data Science,Low,Below Average,19:53.4,Present,2.43,0.65,6.94,1,65,42,10,47.94,High,August
S3239,Ahmed,B003,Ahmed,8/29/2026,Data Science,Low,Average,20:49.8,Present,3.2,0.84,8.44,1,84,47,15,64.95,High,August
S3319,Hamza,B003,Ahmed,8/30/2026,Data Science,Low,Average,02:04.3,Present,3.13,0.82,6.26,1,82,46,14,60.43,Medium,August
S009,Aleena,B003,Ahmed,8/31/2026,Data Science,Medium,Excellent,05:53.6,Present,0.87,0.56,3.37,2,56,38,10,21.41,Low,August
S890,Imran,B003,Ahmed,9/1/2026,Data Science,Medium,Above Average,13:13.4,Absent,1.48,0.43,3.09,3,43,36,9,33.63,Low,September
S3149,Laiba,B003,Ahmed,9/2/2026,Data Science,Low,Above Average,16:54.2,Absent,3.64,0.98,10.68,0,98,49,16,94.75,High,September
S3552,Hassan,B003,Ahmed,9/3/2026,Data Science,Medium,Average,23:56.2,Late,2.98,0.84,9.72,0,84,43,15,69.25,High,September
S1445,Mariam,B003,Ahmed,9/4/2026,Data Science,High,Excellent,21:59.8,Present,2.56,0.74,4.99,2,74,39,11,44.24,High,September
S394,Mehwish,B003,Ahmed,9/5/2026,Data Science,High,Excellent,03:54.4,Present,1.18,0.55,2.55,4,55,39,6,36.08,Low,September
S1583,Hassan,B003,Ahmed,9/6/2026,Data Science,High,Below Average,18:12.3,Present,2.37,0.71,4.72,1,71,42,13,48.3,Low,September
S2859,Iqra,B003,Ahmed,9/7/2026,Data Science,Medium,Below Average,14:25.4,Late,3.63,0.97,12.73,0,97,50,16,93.74,High,September
S539,Taha,B003,Ahmed,9/8/2026,Data Science,Medium,Excellent,19:16.5,Late,1.71,0.57,1.14,3,57,32,9,32.82,Medium,September
S1488,Usman,B003,Ahmed,9/9/2026,Data Science,Low,Above Average,15:53.5,Present,2.44,0.64,4.2,1,64,43,14,50.64,Low,September
S808,Aleena,B003,Ahmed,9/10/2026,Data Science,Medium,Excellent,02:53.4,Present,0.99,0.47,3.03,4,47,30,9,25.61,Medium,September
S3415,Taha,B003,Ahmed,9/11/2026,Data Science,Medium,Excellent,09:18.4,Present,3.07,0.77,8.71,1,77,49,15,70.45,Medium,September
S799,Mariam,B003,Ahmed,9/12/2026,Data Science,Medium,Excellent,13:59.2,Late,1.97,0.5,1.83,4,50,35,10,35.24,Medium,September
S3540,Hamza,B003,Ahmed,9/13/2026,Data Science,Medium,Average,09:06.7,Late,3.15,0.77,6.62,0,77,46,14,78.1,Medium,September
S1816,Hassan,B003,Ahmed,9/14/2026,Data Science,Medium,Average,05:42.3,Present,3.91,0.91,16.95,0,91,50,19,86.23,High,September
S2330,Saad,B003,Ahmed,9/15/2026,Data Science,Medium,Above Average,10:25.4,Late,3.99,0.95,13.39,0,95,45,20,91.09,High,September
S2648,Usman,B003,Ahmed,9/16/2026,Data Science,Medium,Average,11:26.4,Late,3.52,0.96,16.78,0,96,47,19,85.01,High,September
S1425,Fatima,B004,Zayan,9/17/2026,Data Science,Low,Below Average,12:38.6,Present,2.14,0.72,6.28,1,72,39,10,44.24,High,September
S2360,Fatima,B004,Zayan,9/18/2026,Data Science,Low,Below Average,11:35.5,Present,4.0,0.95,16.66,0,95,48,15,85.31,High,September
S3322,Laiba,B004,Zayan,9/19/2026,Data Science,Medium,Excellent,03:47.7,Late,2.84,0.76,8.11,1,76,45,16,61.13,Medium,September
S788,Areeba,B004,Zayan,9/20/2026,Data Science,High,Average,21:12.2,Present,0.62,0.54,3.06,2,54,35,9,33.96,Medium,September
S1993,Hassan,B004,Zayan,9/21/2026,Data Science,Medium,Above Average,22:00.4,Present,3.76,0.94,10.11,0,94,46,15,83.42,Medium,September
S1117,Imran,B004,Zayan,9/22/2026,Data Science,High,Above Average,18:58.5,Present,0.92,0.52,3.68,3,52,30,10,29.86,Low,September
S1321,Danish,B004,Zayan,9/23/2026,Data Science,High,Above Average,19:57.3,Present,2.14,0.61,6.33,2,61,36,12,46.56,High,September
S3657,Iqra,B004,Zayan,9/24/2026,Data Science,Low,Below Average,09:11.5,Present,3.01,0.83,9.53,0,83,46,13,64.63,Medium,September
S1553,Noor,B004,Zayan,9/25/2026,Data Science,Low,Excellent,17:51.3,Present,2.07,0.68,4.17,1,68,42,13,44.0,Low,September
S033,Hassan,B004,Zayan,9/26/2026,Data Science,High,Above Average,05:20.5,Present,0.69,0.41,1.22,3,41,32,10,24.45,Medium,September
